,Age,Attrition,Department,DistanceFromHome,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,WorkMeanTime,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
2294,23,No,Research & Development,2,1,2295,Female,2,Manager,Single,49360,19,8,1,5.0,2,4,1,2,0 days 07:38:52.539419087,2,3,1.0,3.0,3.0
2295,40,Yes,Research & Development,2,1,2296,Male,2,Research Director,Single,47750,15,8,1,15.0,3,5,1,0,0 days 07:33:35.929752066,4,3,4.0,1.0,1.0
2296,34,No,Human Resources,2,1,2297,Male,2,Manufacturing Director,Married,28180,13,8,1,10.0,2,10,8,6,0 days 10:14:51.541322314,3,3,4.0,3.0,3.0
2297,31,Yes,Research & Development,29,1,2298,Female,2,Healthcare Representative,Single,25150,14,8,0,7.0,3,7,7,7,0 days 06:20:17.842794759,2,3,4.0,3.0,1.0
2298,50,No,Research & Development,6,1,2299,Male,1,Manager,Single,23420,12,8,1,32.0,2,32,13,9,0 days 09:56:52.283898305,2,3,3.0,4.0,3.0
2299,34,No,Sales,25,1,2300,Female,1,Research Scientist,Married,41940,17,8,2,12.0,3,11,5,7,0 days 10:27:21.597510373,3,3,2.0,3.0,3.0
2300,42,No,Research & Development,1,1,2301,Female,1,Manufacturing Director,Married,106850,11,8,3,4.0,2,1,0,0,0 days 06:32:43.316872427,3,3,3.0,2.0,3.0
2301,37,No,Research & Development,2,1,2302,Male,1,Research Scientist,Married,20220,12,8,0,10.0,1,10,3,7,0 days 08:00:19.721518987,3,3,1.0,4.0,3.0
2302,29,No,Research & Development,1,1,2303,Female,1,Manager,Married,23140,13,8,0,9.0,5,7,0,7,0 days 06:08:49.299578059,4,3,3.0,1.0,3.0
2303,33,No,Research & Development,1,1,2304,Male,1,Research Scientist,Single,42560,13,8,3,5.0,1,5,0,2,0 days 07:10:23.107438016,3,3,4.0,2.0,3.0
2304,45,No,Sales,3,1,2305,Male,3,Laboratory Technician,Married,35800,20,8,1,8.0,1,5,0,3,0 days 05:57:16.951965065,2,4,4.0,4.0,3.0
2305,42,No,Human Resources,1,1,2306,Male,2,Manufacturing Director,Married,31620,17,8,2,24.0,1,20,13,9,0 days 08:04:19.493617021,3,3,4.0,4.0,1.0
2306,40,No,Sales,10,1,2307,Female,1,Manufacturing Director,Married,65240,13,8,1,9.0,2,8,7,1,0 days 06:16:04.595652173,4,3,1.0,1.0,4.0
2307,33,No,Research & Development,9,1,2308,Female,2,Manufacturing Director,Married,28990,17,8,0,15.0,3,15,5,7,0 days 10:34:48.546558704,2,3,2.0,3.0,3.0
2308,40,No,Sales,5,1,2309,Male,1,Manufacturing Director,Single,52310,12,8,2,21.0,4,21,7,7,0 days 08:21:07.012396694,3,3,3.0,4.0,3.0
2309,24,No,Sales,10,1,2310,Male,1,Manufacturing Director,Divorced,23560,13,8,0,2.0,5,1,0,0,0 days 06:05:13.643153526,3,3,3.0,1.0,3.0
2310,40,No,Research & Development,7,1,2311,Male,1,Research Scientist,Divorced,28000,12,8,2,8.0,0,2,2,2,0 days 08:21:46.963265306,2,3,4.0,4.0,3.0
2311,45,No,Research & Development,4,1,2312,Female,3,Laboratory Technician,Divorced,118360,22,8,0,10.0,2,10,7,7,0 days 06:32:06.877729257,4,4,1.0,2.0,3.0
2312,35,No,Research & Development,10,1,2313,Male,1,Healthcare Representative,Married,109030,11,8,0,6.0,3,5,4,2,0 days 07:46:18.947154471,4,3,2.0,3.0,3.0
2313,32,No,Research & Development,22,1,2314,Male,1,Sales Executive,Married,29730,22,8,0,12.0,0,7,2,5,0 days 07:15:22.071428571,4,4,4.0,2.0,3.0
2314,36,No,Sales,9,1,2315,Female,4,Research Scientist,Single,142750,18,8,1,7.0,5,3,1,2,0 days 09:03:31.402542372,2,3,3.0,4.0,2.0
2315,48,No,Research & Development,12,1,2316,Male,1,Laboratory Technician,Divorced,55620,13,8,1,18.0,2,8,7,7,0 days 07:50:24.485232067,3,3,3.0,3.0,3.0
2316,29,No,Research & Development,23,1,2317,Female,2,Healthcare Representative,Married,45370,18,8,1,5.0,5,1,0,0,0 days 07:45:28.660869565,4,3,3.0,3.0,2.0
2317,33,No,Research & Development,9,1,2318,Male,1,Healthcare Representative,Married,76420,20,8,1,8.0,2,2,2,2,0 days 07:04:04.840163934,2,4,1.0,1.0,1.0
2318,30,Yes,Research & Development,1,1,2319,Male,3,Sales Executive,Married,179240,13,8,2,10.0,2,10,6,7,0 days 07:21:49.973799126,3,3,2.0,1.0,3.0
2319,38,No,Sales,9,1,2320,Male,1,Manufacturing Director,Married,52040,13,8,1,10.0,2,6,1,2,0 days 06:52:10.036885245,3,3,3.0,3.0,3.0
2320,35,No,Sales,7,1,2321,Male,1,Sales Executive,Single,22770,12,8,1,3.0,2,3,1,2,0 days 06:45:33.404347826,3,3,4.0,1.0,3.0
2321,30,No,Research & Development,14,1,2322,Male,5,Research Director,Married,27950,13,8,0,9.0,4,4,1,3,0 days 06:29:08.017543859,3,3,3.0,2.0,3.0
2322,35,Yes,Research & Development,2,1,2323,Female,1,Research Scientist,Divorced,25320,13,8,0,1.0,2,1,0,0,0 days 09:38:24.770212765,1,3,1.0,1.0,3.0
2323,53,Yes,Research & Development,19,1,2324,Male,2,Manager,Married,25590,25,8,0,34.0,2,33,1,9,0 days 06:27:53.681818181,3,4,3.0,4.0,3.0
2324,38,Yes,Research & Development,2,1,2325,Female,3,Sales Executive,Married,49080,19,8,1,7.0,3,5,1,4,0 days 07:34:55.665306122,2,3,3.0,2.0,3.0
2325,32,No,Research & Development,10,1,2326,Female,5,Research Scientist,Married,23800,13,8,0,9.0,5,6,1,2,0 days 07:21:19.208163265,3,3,4.0,1.0,2.0
2326,48,No,Research & Development,2,1,2327,Male,1,Sales Executive,Married,47650,12,8,1,10.0,4,8,7,6,0 days 07:03:46.138528138,3,3,3.0,1.0,2.0
2327,34,No,Research & Development,3,1,2328,Male,2,Sales Executive,Single,20440,11,8,0,1.0,2,1,0,0,0 days 07:23:12.222707423,3,3,1.0,4.0,1.0
2328,55,No,Research & Development,11,1,2329,Female,1,Laboratory Technician,Married,26930,18,8,0,36.0,6,36,2,13,0 days 06:22:51.478070175,2,3,3.0,4.0,3.0
2329,34,No,Research & Development,2,1,2330,Male,2,Research Scientist,Married,65860,18,8,1,9.0,3,2,2,1,0 days 06:05:08.933920704,3,3,2.0,4.0,2.0
2330,26,No,Research & Development,4,1,2331,Male,1,Research Director,Married,32940,11,8,0,1.0,6,1,0,0,0 days 07:16:44.675000,3,3,1.0,4.0,3.0
2331,38,No,Sales,14,1,2332,Female,1,Sales Executive,Married,41710,23,8,0,10.0,4,9,7,7,0 days 06:56:18.640816326,4,4,3.0,2.0,3.0
2332,38,No,Research & Development,2,1,2333,Female,1,Manufacturing Director,Single,27780,13,8,0,8.0,5,3,1,2,0 days 07:10:47.405857740,2,3,2.0,2.0,4.0
2333,36,No,Human Resources,1,1,2334,Male,1,Research Scientist,Single,23770,13,8,2,15.0,3,1,0,0,0 days 07:21:15.208510638,3,3,2.0,3.0,3.0
2334,29,No,Research & Development,10,1,2335,Male,1,Sales Representative,Single,24040,17,8,0,10.0,3,10,1,5,0 days 08:01:56.748953974,2,3,2.0,1.0,3.0
2335,35,No,Sales,12,1,2336,Female,2,Sales Executive,Single,23180,19,8,0,10.0,4,5,0,4,0 days 09:16:27.525210084,4,3,1.0,3.0,3.0
2336,39,No,Sales,2,1,2337,Female,1,Sales Executive,Married,20080,12,8,0,11.0,3,7,7,6,0 days 07:45:56.152838427,3,3,4.0,3.0,3.0
2337,29,No,Research & Development,5,1,2338,Female,1,Research Scientist,Divorced,62440,22,8,0,6.0,3,6,1,3,0 days 06:46:58.489539748,3,4,1.0,4.0,4.0
2338,50,No,Research & Development,4,1,2339,Female,1,Laboratory Technician,Married,27990,12,8,1,27.0,0,1,0,0,0 days 09:20:51.168067226,1,3,3.0,3.0,3.0
2339,23,No,Research & Development,7,1,2340,Female,3,Manager,Married,105520,11,8,0,4.0,2,2,2,2,0 days 06:41:07.320175438,3,3,4.0,3.0,3.0
2340,36,No,Sales,21,1,2341,Male,2,Human Resources,Married,23290,15,8,0,9.0,2,3,0,2,0 days 09:09:36.414529914,3,3,1.0,1.0,3.0
2341,42,No,Research & Development,8,1,2342,Female,5,Manager,Single,40140,13,8,1,24.0,3,1,0,1,0 days 05:58:16.640495867,3,3,4.0,4.0,3.0
2342,35,No,Sales,4,1,2343,Female,2,Laboratory Technician,Married,74030,12,8,1,10.0,4,10,6,8,0 days 06:23:33.137339055,3,3,2.0,3.0,2.0
2343,34,No,Research & Development,25,1,2344,Female,1,Manager,Married,22590,14,8,0,8.0,2,8,7,7,0 days 05:59:47.704845814,3,3,4.0,3.0,2.0
2344,40,No,Research & Development,1,1,2345,Male,2,Laboratory Technician,Married,69320,13,8,0,5.0,5,5,1,2,0 days 06:28:54.267782426,3,3,4.0,1.0,3.0
2345,43,No,Research & Development,1,1,2346,Male,1,Manager,Divorced,46780,25,8,1,8.0,0,6,0,2,0 days 06:57:59.738396624,4,4,4.0,2.0,3.0
2346,35,No,Sales,6,1,2347,Female,3,Sales Representative,Married,135820,17,8,1,1.0,3,1,0,1,0 days 07:19:22.460526315,2,3,3.0,4.0,2.0
2347,46,No,Research & Development,12,1,2348,Male,1,Laboratory Technician,Single,23320,11,8,0,27.0,2,26,0,12,0 days 06:34:17.174672489,3,3,4.0,1.0,1.0
2348,28,Yes,Human Resources,1,1,2349,Female,2,Laboratory Technician,Married,24130,16,8,1,1.0,2,1,0,0,0 days 08:21:45.305439330,3,3,3.0,2.0,3.0
2349,22,No,Sales,17,1,2350,Male,3,Sales Executive,Married,97050,18,8,2,4.0,3,4,1,3,0 days 08:50:20.477366255,2,3,2.0,3.0,2.0
2350,50,No,Research & Development,3,1,2351,Male,2,Research Scientist,Married,42940,20,8,0,32.0,2,30,12,13,0 days 09:21:20.729613733,2,4,2.0,3.0,3.0
2351,32,No,Research & Development,3,1,2352,Male,3,Research Scientist,Married,47210,14,8,1,6.0,3,3,0,2,0 days 06:15:47.538135593,3,3,2.0,4.0,3.0
2352,44,No,Research & Development,10,1,2353,Male,3,Manager,Divorced,25190,21,8,2,23.0,2,22,1,10,0 days 08:44:37.834024896,3,4,2.0,4.0,2.0
2353,30,No,Research & Development,4,1,2354,Female,1,Research Director,Married,21210,13,8,1,6.0,2,6,1,1,0 days 06:35:02.737068965,3,3,2.0,2.0,2.0
2354,45,No,Sales,29,1,2355,Female,2,Research Scientist,Single,29730,12,8,0,10.0,2,10,1,4,0 days 08:52:15.033333333,3,3,3.0,1.0,3.0
2355,45,No,Sales,2,1,2356,Male,2,Manufacturing Director,Married,58550,14,8,1,10.0,3,10,4,5,0 days 07:50:56.983539094,2,3,1.0,1.0,3.0
2356,31,No,Research & Development,7,1,2357,Male,2,Research Scientist,Single,36170,21,8,1,10.0,5,5,0,3,0 days 07:11:09.973913043,3,4,4.0,1.0,3.0
2357,36,No,Research & Development,18,1,2358,Male,2,Manufacturing Director,Married,67250,17,8,1,7.0,3,3,1,1,0 days 10:52:11.040160642,3,3,3.0,3.0,3.0
2358,34,No,Sales,28,1,2359,Male,5,Manufacturing Director,Divorced,103250,11,8,1,9.0,3,9,7,2,0 days 06:02:24.610619469,2,3,3.0,4.0,3.0
2359,49,No,Research & Development,1,1,2360,Male,3,Healthcare Representative,Married,69490,14,8,1,10.0,2,9,1,4,0 days 07:14:21.583673469,3,3,3.0,1.0,2.0
2360,39,No,Research & Development,6,1,2361,Male,3,Research Scientist,Married,106090,17,8,1,10.0,2,7,7,7,0 days 06:32:32.339207048,3,3,2.0,1.0,3.0
2361,27,No,Research & Development,2,1,2362,Male,4,Research Scientist,Divorced,44470,13,8,0,7.0,4,7,0,7,0 days 06:04:59.600858369,3,3,4.0,1.0,3.0
2362,35,No,Research & Development,2,1,2363,Female,2,Sales Executive,Married,21570,25,8,0,16.0,1,16,1,10,0 days 07:33:27.242424242,2,4,2.0,1.0,3.0
2363,28,No,Research & Development,23,1,2364,Male,3,Manufacturing Director,Divorced,46010,15,8,2,6.0,2,5,0,0,0 days 07:23:59.873417721,3,3,2.0,1.0,2.0
2364,21,No,Research & Development,3,1,2365,Female,1,Laboratory Technician,Single,170990,14,8,1,3.0,2,2,2,2,0 days 07:53:57.833333333,3,3,3.0,4.0,3.0
2365,18,Yes,Research & Development,3,1,2366,Male,1,Research Director,Single,24790,12,8,1,0.0,2,0,0,0,0 days 08:20:48.817391304,2,3,2.0,4.0,4.0
2366,47,No,Research & Development,25,1,2367,Male,2,Research Scientist,Married,148520,19,8,3,27.0,3,5,1,0,0 days 05:59:08.240343347,2,3,4.0,3.0,3.0
2367,39,No,Sales,2,1,2368,Male,1,Laboratory Technician,Divorced,72640,17,8,0,10.0,5,10,0,7,0 days 06:51:50.942731277,3,3,3.0,3.0,3.0
2368,40,No,Research & Development,22,1,2369,Male,1,Laboratory Technician,Married,56660,14,8,1,18.0,2,18,14,12,0 days 07:29:46.188034188,3,3,1.0,3.0,3.0
2369,35,No,Research & Development,29,1,2370,Female,2,Sales Executive,Married,78230,13,8,1,15.0,3,14,2,9,0 days 06:09:54.813852813,3,3,3.0,3.0,3.0
2370,37,No,Research & Development,29,1,2371,Male,1,Laboratory Technician,Married,78800,12,8,1,9.0,2,4,0,2,0 days 07:59:27.987755102,4,3,3.0,3.0,2.0
2371,39,No,Research & Development,2,1,2372,Female,2,Manager,Single,131940,11,8,0,10.0,2,9,3,8,0 days 06:37:55.241525423,3,3,1.0,3.0,1.0
2372,45,No,Research & Development,28,1,2373,Female,2,Laboratory Technician,Divorced,50670,11,8,2,10.0,3,10,3,9,0 days 07:17:48.175510204,2,3,4.0,4.0,3.0
2373,38,No,Research & Development,2,1,2374,Female,3,Sales Executive,Married,50790,11,8,0,10.0,3,5,0,2,0 days 09:33:40.233606557,3,3,4.0,3.0,4.0
2374,35,Yes,Research & Development,2,1,2375,Male,3,Healthcare Representative,Married,23210,12,8,1,15.0,0,13,6,0,0 days 05:58:28.038297872,3,3,4.0,1.0,3.0
2375,37,No,Research & Development,22,1,2376,Female,2,Healthcare Representative,Married,174440,14,8,0,8.0,4,8,7,7,0 days 07:57:05.268398268,3,3,2.0,2.0,1.0
2376,40,No,Research & Development,8,1,2377,Female,2,Healthcare Representative,Single,24040,17,8,0,18.0,2,4,3,3,0 days 09:09:33.230434782,2,3,3.0,4.0,2.0
2377,44,No,Sales,2,1,2378,Male,1,Laboratory Technician,Married,34520,11,8,1,14.0,2,10,0,2,0 days 08:34:40.013043478,2,3,1.0,4.0,3.0
2378,48,No,Sales,10,1,2379,Female,3,Manager,Married,22700,14,8,3,23.0,2,2,2,2,0 days 07:02:48.468879668,3,3,3.0,4.0,3.0
2379,35,Yes,Research & Development,9,1,2380,Male,2,Manager,Divorced,173990,12,8,0,7.0,3,2,2,2,0 days 10:39:33.822580645,1,3,3.0,4.0,2.0
2380,24,No,Research & Development,15,1,2381,Male,2,Research Scientist,Single,54880,22,8,1,6.0,6,6,1,3,0 days 08:37:55.934156378,3,4,1.0,4.0,3.0
2381,27,No,Sales,10,1,2382,Male,3,Sales Executive,Married,194190,14,8,1,5.0,2,3,0,2,0 days 07:12:16.897540983,1,3,2.0,3.0,3.0
2382,27,No,Research & Development,7,1,2383,Male,1,Research Scientist,Single,28110,20,8,0,6.0,3,4,1,2,0 days 06:23:37.320346320,3,4,4.0,4.0,2.0
2383,40,Yes,Sales,16,1,2384,Male,1,Research Director,Single,36330,16,8,2,10.0,0,4,0,3,0 days 10:25:43.426829268,3,3,1.0,1.0,1.0
2384,29,No,Research & Development,20,1,2385,Female,2,Manager,Single,41630,15,8,1,8.0,4,5,1,4,0 days 07:17:16.742857142,2,3,3.0,3.0,3.0
2385,36,No,Research & Development,23,1,2386,Female,3,Sales Executive,Married,21320,20,8,0,9.0,1,3,0,2,0 days 07:53:41.995901639,2,4,2.0,1.0,3.0
2386,25,No,Sales,5,1,2387,Male,4,Manufacturing Director,Divorced,139730,14,8,0,7.0,3,7,0,7,0 days 06:05:57.366812227,2,3,4.0,3.0,3.0
2387,39,No,Sales,10,1,2388,Female,2,Research Director,Married,26840,12,8,0,7.0,2,5,1,0,0 days 06:43:33.908695652,3,3,4.0,2.0,3.0
2388,49,No,Sales,4,1,2389,Male,2,Research Director,Married,108450,24,8,0,27.0,4,4,1,2,0 days 07:44:44.753246753,2,4,1.0,2.0,3.0
2389,50,No,Research & Development,2,1,2390,Male,3,Sales Executive,Divorced,43770,12,8,1,19.0,2,14,1,11,0 days 07:46:17.525423728,2,3,4.0,1.0,3.0
2390,20,No,Research & Development,18,1,2391,Female,2,Sales Executive,Single,37430,13,8,1,2.0,2,2,2,2,0 days 06:35:28.900432900,3,3,3.0,3.0,3.0
2391,34,No,Research & Development,10,1,2392,Male,3,Laboratory Technician,Divorced,41480,11,8,0,11.0,3,11,7,9,0 days 07:38:27.687763713,3,3,4.0,2.0,3.0
2392,36,No,Research & Development,1,1,2393,Female,2,Healthcare Representative,Single,10510,14,8,0,15.0,2,4,1,3,0 days 05:57:12.940425531,3,3,1.0,2.0,3.0
2393,49,No,Human Resources,6,1,2394,Female,2,Research Scientist,Married,107390,11,8,3,30.0,3,15,2,12,0 days 08:25:50.912500,3,3,3.0,3.0,3.0
2394,36,No,Research & Development,8,1,2395,Male,4,Laboratory Technician,Married,103880,14,8,0,4.0,2,3,1,2,0 days 07:58:26.933609958,3,3,4.0,3.0,3.0
2395,36,No,Research & Development,2,1,2396,Female,2,Healthcare Representative,Divorced,114160,16,8,0,13.0,2,5,0,4,0 days 06:15:19.416666666,3,3,4.0,1.0,3.0
2396,54,No,Sales,24,1,2397,Male,1,Laboratory Technician,Married,26000,14,8,0,36.0,5,10,4,7,0 days 07:33:46.095652173,3,3,2.0,3.0,3.0
2397,43,No,Research & Development,2,1,2398,Female,1,Research Scientist,Married,24220,11,8,1,14.0,2,14,6,11,0 days 07:32:58.017094017,3,3,3.0,3.0,3.0
2398,35,Yes,Research & Development,17,1,2399,Male,1,Research Director,Single,54720,11,8,1,13.0,3,11,6,7,0 days 08:21:25.358649789,2,3,4.0,4.0,4.0
2399,38,No,Research & Development,19,1,2400,Male,2,Research Scientist,Married,24510,12,8,1,19.0,3,13,2,9,0 days 07:09:41.377049180,3,3,4.0,4.0,4.0
2400,29,No,Research & Development,1,1,2401,Male,2,Sales Representative,Divorced,42400,14,8,0,10.0,2,10,0,9,0 days 10:38:56.288065843,2,3,1.0,2.0,2.0
2401,33,No,Research & Development,7,1,2402,Male,5,Sales Executive,Divorced,109990,18,8,3,6.0,3,6,0,4,0 days 06:20:10.205240174,2,3,4.0,4.0,3.0
2402,32,No,Research & Development,5,1,2403,Male,5,Research Scientist,Divorced,50030,13,8,0,10.0,5,9,1,6,0 days 06:33:40.382716049,3,3,4.0,2.0,2.0
2403,31,No,Research & Development,28,1,2404,Female,2,Sales Executive,Married,127420,11,8,0,10.0,4,10,0,2,0 days 07:23:17.493827160,2,3,1.0,4.0,3.0
2404,49,No,Research & Development,2,1,2405,Male,1,Laboratory Technician,Divorced,42270,18,8,0,17.0,3,2,2,2,0 days 09:39:32,2,3,4.0,1.0,2.0
2405,38,No,Sales,29,1,2406,Female,1,Sales Executive,Single,39170,15,8,3,4.0,2,4,3,3,0 days 07:47:49.911016949,3,3,4.0,2.0,3.0
2406,47,No,Research & Development,1,1,2407,Male,3,Laboratory Technician,Divorced,183030,22,8,1,29.0,2,3,1,2,0 days 06:42:32.072961373,2,4,2.0,2.0,3.0
2407,49,No,Research & Development,21,1,2408,Male,2,Manufacturing Director,Single,23800,13,8,0,23.0,3,8,0,0,0 days 06:23:16.942148760,1,3,3.0,3.0,3.0
2408,41,No,Research & Development,24,1,2409,Female,4,Manager,Single,137260,12,8,0,21.0,6,2,0,2,0 days 10:56:26.646551724,4,3,4.0,3.0,3.0
2409,20,No,Research & Development,1,1,2410,Male,1,Sales Representative,Single,47770,18,8,1,2.0,3,2,0,2,0 days 07:38:22.848360655,3,3,4.0,1.0,3.0
2410,33,No,Research & Development,18,1,2411,Female,2,Healthcare Representative,Divorced,63850,13,8,0,7.0,6,6,1,2,0 days 09:25:48.520491803,2,3,3.0,4.0,3.0
2411,36,No,Research & Development,2,1,2412,Male,3,Sales Executive,Married,199730,12,8,0,10.0,2,3,0,2,0 days 05:57:51.559670781,3,3,1.0,3.0,2.0
2412,44,No,Research & Development,9,1,2413,Female,3,Healthcare Representative,Divorced,68610,12,8,0,8.0,2,2,2,2,0 days 08:27:21.129166666,2,3,3.0,4.0,3.0
2413,23,Yes,Human Resources,6,1,2414,Female,3,Laboratory Technician,Single,49690,12,8,0,5.0,3,5,1,2,0 days 08:05:31.230434782,3,3,4.0,3.0,3.0
2414,38,No,Research & Development,11,1,2415,Male,1,Sales Executive,Married,198450,11,8,1,7.0,3,0,0,0,0 days 07:21:24.086419753,3,3,4.0,3.0,2.0
2415,53,No,Research & Development,24,1,2416,Male,4,Research Director,Married,133200,11,8,0,11.0,2,4,1,2,0 days 07:58:05.719148936,3,3,2.0,4.0,3.0
2416,48,Yes,Sales,10,1,2417,Male,1,Healthcare Representative,Married,63470,12,8,1,19.0,3,9,7,7,0 days 09:53:06.140495867,1,3,4.0,3.0,3.0
2417,32,Yes,Sales,1,1,2418,Male,2,Research Scientist,Single,27430,19,8,1,1.0,2,1,0,0,0 days 07:27:21.769565217,3,3,4.0,2.0,3.0
2418,26,No,Research & Development,18,1,2419,Male,1,Human Resources,Single,108800,23,8,1,7.0,5,7,5,7,0 days 07:08:38.087866108,3,4,4.0,4.0,3.0
2419,55,No,Research & Development,23,1,2420,Male,5,Laboratory Technician,Divorced,23420,11,8,2,8.0,2,4,1,2,0 days 07:39:11.917391304,3,3,1.0,2.0,3.0
2420,34,No,Sales,28,1,2421,Female,2,Research Scientist,Married,176500,19,8,1,15.0,6,15,4,13,0 days 07:57:48.520833333,1,3,2.0,4.0,4.0
2421,60,No,Sales,17,1,2422,Male,1,Manager,Divorced,40250,13,8,1,19.0,5,1,0,0,0 days 06:09:54.751072961,2,3,3.0,4.0,4.0
2422,33,No,Sales,3,1,2423,Male,3,Manager,Married,97250,11,8,0,14.0,0,14,2,13,0 days 07:44:55.491803278,3,3,2.0,2.0,3.0
2423,37,No,Research & Development,13,1,2424,Male,1,Laboratory Technician,Divorced,119040,12,8,1,6.0,4,6,1,3,0 days 06:27:25.617021276,3,3,3.0,4.0,2.0
2424,34,No,Research & Development,7,1,2425,Male,1,Healthcare Representative,Married,21770,13,8,0,10.0,5,10,8,7,0 days 07:05:16.432653061,3,3,2.0,4.0,3.0
2425,23,Yes,Research & Development,12,1,2426,Male,2,Research Scientist,Divorced,75250,14,8,2,3.0,2,3,0,2,0 days 09:10:30.182978723,3,3,3.0,4.0,3.0
2426,44,No,Human Resources,1,1,2427,Male,1,Research Scientist,Married,48340,14,8,0,9.0,1,8,6,7,0 days 08:26:22.160493827,4,3,3.0,4.0,3.0
2427,35,No,Research & Development,13,1,2428,Male,3,Sales Executive,Single,20420,16,8,0,6.0,2,5,1,4,0 days 08:08:03.468354430,3,3,1.0,4.0,4.0
2428,43,No,Research & Development,25,1,2429,Male,2,Sales Executive,Married,22200,11,8,0,10.0,2,10,8,8,0 days 08:04:14.602620087,1,3,4.0,4.0,3.0
2429,24,No,Research & Development,6,1,2430,Male,3,Sales Executive,Married,10520,13,8,0,5.0,3,5,0,4,0 days 06:41:24.110169491,3,3,3.0,3.0,3.0
2430,41,No,Sales,6,1,2431,Male,1,Research Scientist,Single,28210,17,8,0,10.0,3,10,8,7,0 days 06:57:30.956896551,3,3,4.0,3.0,3.0
2431,29,No,Research & Development,2,1,2432,Male,2,Research Scientist,Married,192370,11,8,1,9.0,2,5,1,2,0 days 07:50:27.069264069,3,3,4.0,3.0,3.0
2432,36,No,Human Resources,1,1,2433,Female,3,Research Scientist,Single,41070,11,8,1,17.0,2,13,6,7,0 days 06:16:19.287500,1,3,3.0,4.0,2.0
2433,45,No,Sales,2,1,2434,Female,2,Manufacturing Director,Married,83960,15,8,2,25.0,3,23,14,4,0 days 06:17:53.533613445,2,3,3.0,3.0,2.0
2434,24,Yes,Sales,6,1,2435,Female,2,Manager,Married,20070,12,8,0,1.0,2,1,0,0,0 days 06:24:12.572033898,2,3,4.0,3.0,3.0
2435,47,Yes,Research & Development,1,1,2436,Female,2,Sales Executive,Married,196270,11,8,2,25.0,1,23,14,10,0 days 06:46:02.360869565,3,3,3.0,3.0,1.0
2436,26,No,Research & Development,9,1,2437,Male,1,Sales Executive,Married,106860,14,8,1,3.0,2,3,0,2,0 days 07:39:00.831967213,3,3,4.0,3.0,4.0
2437,45,No,Research & Development,1,1,2438,Male,1,Research Director,Single,29420,22,8,1,21.0,4,21,8,6,0 days 06:35:46.336244541,3,4,4.0,2.0,3.0
2438,32,No,Sales,1,1,2439,Male,2,Laboratory Technician,Married,88580,16,8,1,10.0,2,5,1,3,0 days 06:51:51.830508474,3,3,1.0,3.0,2.0
2439,31,No,Research & Development,14,1,2440,Male,1,Sales Executive,Married,167560,11,8,2,6.0,5,5,0,3,0 days 07:10:04.949152542,3,3,2.0,3.0,4.0
2440,41,No,Sales,2,1,2441,Male,2,Research Scientist,Married,107980,14,8,2,10.0,5,3,1,2,0 days 07:39:58.691304347,1,3,3.0,2.0,3.0
2441,40,No,Research & Development,22,1,2442,Male,1,Healthcare Representative,Married,23230,16,8,1,18.0,2,1,0,0,0 days 09:47:04.568548387,3,3,2.0,1.0,3.0
2442,24,No,Research & Development,3,1,2443,Female,1,Research Scientist,Divorced,14160,15,8,1,6.0,3,6,1,2,0 days 05:59:21.164609053,2,3,2.0,1.0,4.0
2443,46,No,Research & Development,6,1,2444,Male,4,Sales Executive,Single,46150,12,8,0,19.0,3,10,0,9,0 days 07:31:50.853448275,2,3,3.0,2.0,3.0
2444,35,No,Sales,8,1,2445,Male,1,Laboratory Technician,Married,24610,20,8,1,17.0,4,7,0,7,0 days 07:22:54.545454545,3,4,4.0,3.0,3.0
2445,30,No,Sales,9,1,2446,Male,1,Laboratory Technician,Married,87220,17,8,1,10.0,3,10,0,8,0 days 07:15:58.622807017,3,3,2.0,4.0,2.0
2446,47,No,Research & Development,3,1,2447,Female,2,Sales Executive,Married,39550,12,8,1,4.0,5,1,0,0,0 days 07:39:00.600877192,3,3,3.0,2.0,1.0
2447,46,No,Research & Development,1,1,2448,Female,3,Sales Executive,Divorced,99570,20,8,0,13.0,1,10,0,3,0 days 09:45:08.991735537,3,4,3.0,4.0,2.0
2448,36,Yes,Research & Development,1,1,2449,Male,2,Manufacturing Director,Divorced,33760,20,8,0,16.0,3,2,2,2,0 days 10:21:53.274193548,3,4,2.0,1.0,3.0
2449,32,Yes,Research & Development,26,1,2450,Female,2,Research Director,Single,88230,13,8,2,10.0,3,0,0,0,0 days 06:58:17.853061224,3,3,1.0,2.0,3.0
2450,23,No,Sales,6,1,2451,Male,3,Manufacturing Director,Single,103220,14,8,2,3.0,2,3,1,2,0 days 05:59:11.112033195,3,3,3.0,2.0,1.0
2451,31,No,Sales,3,1,2452,Male,2,Sales Executive,Single,46210,18,8,1,9.0,3,5,1,4,0 days 06:28:41.432098765,3,3,4.0,4.0,2.0
2452,39,No,Research & Development,3,1,2453,Female,2,Manufacturing Director,Married,109760,11,8,0,9.0,3,9,5,8,0 days 10:07:58.318367346,2,3,4.0,4.0,3.0
